State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
WV,125,415,381-7597,0,0,0,206.000000,128,35.020000,198.100000,71,16.840000,135.900000,116,6.120000,13.200000,3,3.560000,0,False.
RI,46,408,404-9775,0,0,0,40.400000,105,6.870000,172.400000,83,14.650000,145.100000,89,6.530000,9.000000,2,2.430000,2,False.
MI,132,408,389-4608,0,0,0,291.200000,104,49.500000,234.200000,132,19.910000,191.700000,87,8.630000,8.900000,3,2.400000,1,True.
ME,193,415,403-1742,0,1,31,71.200000,58,12.100000,124.700000,105,10.600000,155.500000,108,7.000000,11.700000,3,3.160000,0,False.
WV,63,510,328-9797,0,0,0,261.800000,69,44.510000,245.000000,135,20.830000,202.100000,94,9.090000,14.700000,4,3.970000,0,True.
NE,124,510,359-9223,0,0,0,191.300000,134,32.520000,261.500000,113,22.230000,182.300000,111,8.200000,10.000000,3,2.700000,1,False.
DC,144,415,336-7696,0,0,0,133.300000,101,22.660000,255.500000,127,21.720000,228.600000,68,10.290000,11.600000,2,3.130000,0,False.
NH,116,408,369-2214,0,1,24,183.600000,138,31.210000,203.800000,90,17.320000,166.900000,89,7.510000,6.000000,3,1.620000,2,False.
MD,189,415,411-1325,0,1,30,155.200000,116,26.380000,195.500000,50,16.620000,170.100000,108,7.650000,15.400000,6,4.160000,1,False.
NH,97,408,410-7553,0,1,28,283.100000,93,48.130000,185.400000,98,15.760000,312.800000,78,14.080000,6.100000,8,1.650000,1,False.
WV,137,510,376-4284,0,1,50,186.500000,94,31.710000,178.000000,106,15.130000,215.600000,100,9.700000,12.100000,4,3.270000,2,False.
IL,142,415,334-2800,0,1,38,163.300000,104,27.760000,136.000000,114,11.560000,249.100000,127,11.210000,4.300000,6,1.160000,0,False.
OK,84,510,369-1904,0,0,0,203.400000,125,34.580000,182.900000,88,15.550000,213.700000,121,9.620000,13.800000,2,3.730000,1,False.
NH,119,415,359-3833,0,1,19,178.100000,110,30.280000,212.800000,100,18.090000,226.300000,123,10.180000,10.000000,6,2.700000,1,False.
MI,158,415,348-5569,0,0,0,195.900000,103,33.300000,89.100000,95,7.570000,302.200000,82,13.600000,10.300000,3,2.780000,1,False.
ND,50,415,342-1960,0,0,0,295.300000,127,50.200000,127.400000,100,10.830000,166.800000,105,7.510000,9.600000,6,2.590000,1,False.
LA,98,408,352-9050,0,0,0,136.100000,82,23.140000,156.300000,118,13.290000,158.800000,83,7.150000,10.100000,5,2.730000,2,False.
HI,101,415,390-5316,0,1,24,114.100000,95,19.400000,161.500000,86,13.730000,176.300000,90,7.930000,13.000000,9,3.510000,2,False.
NJ,182,415,418-8568,0,0,0,279.100000,124,47.450000,180.500000,108,15.340000,217.500000,104,9.790000,9.500000,11,2.570000,2,True.
WV,51,408,401-4844,0,0,0,169.300000,111,28.780000,139.500000,69,11.860000,197.000000,87,8.870000,12.000000,3,3.240000,0,False.
NC,117,510,376-5471,0,0,0,214.400000,94,36.450000,138.000000,149,11.730000,148.700000,102,6.690000,9.900000,1,2.670000,2,False.
PA,92,415,409-2917,1,0,0,255.800000,125,43.490000,142.700000,111,12.130000,181.200000,101,8.150000,11.700000,3,3.160000,0,False.
MI,86,408,369-6308,0,0,0,148.200000,71,25.190000,285.100000,91,24.230000,166.400000,155,7.490000,6.200000,3,1.670000,2,False.
WY,122,415,357-7385,0,0,0,119.300000,93,20.280000,223.900000,103,19.030000,211.900000,122,9.540000,8.700000,4,2.350000,2,False.
NJ,156,408,405-7119,0,1,27,192.300000,137,32.690000,199.900000,115,16.990000,244.200000,112,10.990000,14.800000,8,4.000000,1,False.
NJ,127,510,405-3309,0,0,0,245.200000,91,41.680000,217.200000,92,18.460000,243.100000,128,10.940000,13.900000,6,3.750000,0,True.
NC,130,408,384-4938,1,0,0,216.200000,106,36.750000,363.700000,86,30.910000,126.700000,123,5.700000,16.900000,2,4.560000,5,True.
NM,158,408,377-2725,0,0,0,172.400000,114,29.310000,256.600000,69,21.810000,235.300000,104,10.590000,0.000000,0,0.000000,2,False.
MS,145,510,405-6398,1,1,30,175.300000,107,29.800000,153.300000,116,13.030000,233.600000,85,10.510000,11.100000,3,3.000000,1,False.
TX,90,415,355-9366,1,1,26,169.000000,104,28.730000,188.800000,104,16.050000,213.300000,76,9.600000,13.300000,3,3.590000,0,True.
OK,127,510,403-1128,0,1,27,2.600000,113,0.440000,254.000000,102,21.590000,242.700000,156,10.920000,9.200000,5,2.480000,3,False.
ID,109,415,384-9682,0,0,0,184.100000,143,31.300000,211.700000,105,17.990000,243.000000,116,10.930000,9.900000,2,2.670000,1,False.
AL,88,415,352-5393,0,0,0,181.900000,90,30.920000,151.500000,87,12.880000,143.000000,100,6.440000,7.500000,3,2.030000,1,False.
WY,101,510,395-1229,0,1,9,160.100000,116,27.220000,210.000000,121,17.850000,139.100000,65,6.260000,10.800000,9,2.920000,0,False.
HI,171,510,361-9195,0,0,0,189.800000,122,32.270000,173.700000,85,14.760000,257.100000,84,11.570000,10.300000,1,2.780000,0,False.
VA,21,415,351-6366,0,0,0,223.200000,142,37.940000,216.500000,114,18.400000,214.700000,111,9.660000,12.400000,2,3.350000,1,False.
WV,145,408,346-4919,0,1,31,216.000000,94,36.720000,225.100000,123,19.130000,234.700000,109,10.560000,10.700000,1,2.890000,2,False.
DE,90,415,354-9068,0,0,0,198.500000,124,33.750000,266.600000,100,22.660000,243.300000,80,10.950000,8.000000,7,2.160000,2,False.
CA,33,408,369-2743,0,0,0,159.500000,115,27.120000,195.400000,118,16.610000,102.400000,86,4.610000,7.100000,7,1.920000,1,False.
PA,61,408,343-1347,0,1,40,105.000000,78,17.850000,180.600000,100,15.350000,174.100000,115,7.830000,10.200000,2,2.750000,2,True.
CO,107,415,336-5495,0,0,0,204.500000,108,34.770000,162.400000,110,13.800000,155.000000,102,6.980000,13.400000,1,3.620000,3,False.
MD,147,408,376-4292,0,0,0,274.000000,92,46.580000,231.800000,82,19.700000,283.600000,83,12.760000,6.200000,1,1.670000,0,True.
AL,117,510,391-8677,0,0,0,158.700000,84,26.980000,181.700000,91,15.440000,177.300000,67,7.980000,7.700000,10,2.080000,2,False.
AL,95,415,350-7273,0,0,0,229.900000,116,39.080000,202.400000,110,17.200000,171.400000,105,7.710000,14.200000,6,3.830000,1,False.
KS,186,510,400-6454,0,0,0,137.800000,97,23.430000,187.700000,118,15.950000,146.400000,85,6.590000,8.700000,6,2.350000,1,False.
MI,128,415,422-3052,0,0,0,179.400000,94,30.500000,270.400000,92,22.980000,191.000000,88,8.590000,7.900000,4,2.130000,0,False.
AK,55,408,365-6756,0,1,39,139.300000,101,23.680000,178.300000,117,15.160000,246.500000,104,11.090000,8.100000,1,2.190000,3,False.
OH,134,415,406-4158,0,0,0,7.800000,86,1.330000,171.400000,100,14.570000,186.500000,80,8.390000,12.900000,2,3.480000,2,False.
IN,96,415,383-4641,0,1,23,183.100000,88,31.130000,147.400000,89,12.530000,350.200000,108,15.760000,11.300000,7,3.050000,1,False.
SC,107,415,368-5165,0,0,0,206.900000,79,35.170000,262.400000,117,22.300000,149.300000,69,6.720000,10.700000,3,2.890000,0,False.
KS,123,415,378-2432,0,0,0,140.000000,106,23.800000,153.700000,101,13.060000,50.100000,87,2.250000,12.500000,1,3.380000,2,False.
OK,35,415,362-4159,0,0,0,179.200000,59,30.460000,283.300000,101,24.080000,285.400000,83,12.840000,5.800000,7,1.570000,2,False.
WI,74,408,363-7979,0,0,0,177.400000,136,30.160000,240.300000,104,20.430000,237.300000,133,10.680000,12.000000,3,3.240000,0,False.
IN,130,408,334-9818,0,0,0,115.600000,129,19.650000,167.800000,104,14.260000,141.800000,124,6.380000,12.600000,9,3.400000,1,False.
IL,137,408,352-5787,1,0,0,237.300000,103,40.340000,176.700000,84,15.020000,263.400000,81,11.850000,14.200000,4,3.830000,0,True.
TN,88,415,332-3617,0,0,0,181.500000,116,30.860000,187.000000,119,15.900000,220.300000,96,9.910000,10.500000,7,2.840000,1,False.
DC,80,408,327-9957,0,0,0,51.500000,90,8.760000,164.000000,98,13.940000,169.400000,80,7.620000,9.500000,4,2.570000,3,False.
NC,116,408,338-7527,0,1,19,155.700000,104,26.470000,185.400000,118,15.760000,192.700000,116,8.670000,8.200000,2,2.210000,3,False.
RI,123,510,348-8711,0,1,23,245.000000,88,41.650000,265.000000,105,22.530000,239.700000,108,10.790000,14.900000,3,4.020000,2,False.
MS,120,415,421-3226,0,0,0,131.700000,99,22.390000,163.100000,109,13.860000,201.100000,116,9.050000,10.700000,3,2.890000,1,False.
VA,146,415,391-4358,1,0,0,111.100000,126,18.890000,313.400000,95,26.640000,215.700000,82,9.710000,10.500000,6,2.840000,1,False.
KY,106,510,379-2523,0,1,9,88.500000,100,15.050000,324.800000,109,27.610000,79.900000,86,3.600000,8.200000,4,2.210000,3,False.
NV,121,408,419-2369,0,1,44,116.000000,85,19.720000,150.100000,120,12.760000,246.800000,98,11.110000,12.000000,2,3.240000,1,False.
WI,137,510,382-1227,0,0,0,155.500000,81,26.440000,133.100000,94,11.310000,253.100000,77,11.390000,9.100000,2,2.460000,1,False.
NH,84,408,409-5749,0,1,30,106.500000,65,18.110000,225.700000,108,19.180000,188.600000,61,8.490000,5.700000,3,1.540000,2,False.
NE,67,510,362-7951,0,1,31,175.200000,68,29.780000,199.200000,73,16.930000,219.800000,99,9.890000,13.200000,6,3.560000,1,False.
WI,161,408,415-3537,0,0,0,154.700000,84,26.300000,177.800000,125,15.110000,172.900000,90,7.780000,5.900000,2,1.590000,4,True.
NJ,134,510,373-3959,0,1,34,247.200000,105,42.020000,225.500000,133,19.170000,186.300000,76,8.380000,6.100000,5,1.650000,2,True.
ME,62,415,358-1346,1,1,32,218.400000,93,37.130000,236.700000,132,20.120000,192.200000,137,8.650000,13.200000,3,3.560000,0,True.
WY,120,415,381-8422,0,1,24,227.500000,81,38.680000,234.900000,71,19.970000,166.400000,128,7.490000,9.000000,13,2.430000,1,False.
IN,130,408,360-9005,0,1,30,185.000000,117,31.450000,249.500000,141,21.210000,157.800000,103,7.100000,7.400000,7,2.000000,0,False.
WI,20,408,344-5967,0,0,0,186.800000,89,31.760000,253.400000,51,21.540000,273.100000,105,12.290000,12.300000,6,3.320000,2,False.
VT,68,415,396-6390,0,0,0,158.800000,119,27.000000,211.800000,105,18.000000,198.100000,101,8.910000,10.300000,3,2.780000,1,False.
CA,112,415,346-5036,0,0,0,208.700000,150,35.480000,212.800000,104,18.090000,178.100000,98,8.010000,8.500000,4,2.300000,0,False.
IN,77,408,328-7252,0,0,0,185.900000,95,31.600000,212.000000,98,18.020000,282.300000,81,12.700000,11.300000,4,3.050000,3,False.
SC,109,415,360-1745,0,0,0,222.500000,74,37.830000,169.700000,75,14.420000,264.300000,94,11.890000,9.000000,3,2.430000,2,False.
IN,108,415,358-2046,0,0,0,201.100000,101,34.190000,170.700000,86,14.510000,237.400000,113,10.680000,11.600000,3,3.130000,3,False.
IA,79,415,344-6935,0,1,17,167.900000,114,28.540000,243.700000,93,20.710000,211.900000,114,9.540000,9.100000,2,2.460000,1,False.
MD,119,408,401-9665,0,0,0,239.100000,88,40.650000,243.500000,79,20.700000,230.900000,92,10.390000,10.900000,3,2.940000,3,True.
MN,38,510,399-5291,0,0,0,175.700000,109,29.870000,211.800000,97,18.000000,137.900000,109,6.210000,9.200000,3,2.480000,5,True.
AR,109,415,409-6588,0,1,29,111.200000,90,18.900000,263.500000,98,22.400000,224.700000,128,10.110000,9.000000,6,2.430000,6,True.
MS,78,415,358-5721,0,0,0,87.700000,74,14.910000,214.800000,58,18.260000,201.300000,147,9.060000,10.800000,6,2.920000,1,False.
MN,134,415,414-7446,0,0,0,244.100000,99,41.500000,246.900000,111,20.990000,200.000000,133,9.000000,7.200000,2,1.940000,0,False.
WA,47,415,329-9517,0,1,27,165.000000,89,28.050000,127.300000,118,10.820000,284.400000,95,12.800000,7.700000,4,2.080000,2,False.
MS,59,408,415-9553,0,1,27,127.400000,110,21.660000,103.300000,99,8.780000,164.200000,73,7.390000,9.100000,3,2.460000,0,False.
ID,151,415,413-3177,0,0,0,194.800000,106,33.120000,292.700000,103,24.880000,224.600000,82,10.110000,5.500000,3,1.490000,0,False.
NC,129,415,347-5113,0,0,0,54.700000,131,9.300000,256.100000,105,21.770000,176.600000,135,7.950000,11.100000,4,3.000000,1,False.
VA,107,510,330-2662,0,1,27,283.400000,104,48.180000,224.100000,152,19.050000,241.300000,63,10.860000,14.400000,7,3.890000,2,False.
MT,137,408,330-5824,1,0,0,258.000000,112,43.860000,246.500000,117,20.950000,173.200000,100,7.790000,10.900000,3,2.940000,0,True.
MI,76,510,411-1261,0,0,0,90.500000,142,15.390000,211.700000,75,17.990000,194.900000,76,8.770000,9.300000,2,2.510000,1,False.
HI,24,415,329-8788,0,0,0,235.600000,132,40.050000,115.900000,129,9.850000,185.400000,136,8.340000,16.200000,2,4.370000,0,False.
NC,169,408,333-7869,0,0,0,142.500000,82,24.230000,231.400000,110,19.670000,131.200000,67,5.900000,10.000000,4,2.700000,2,False.
MN,30,408,399-4800,0,0,0,54.000000,68,9.180000,179.300000,96,15.240000,247.200000,101,11.120000,10.200000,8,2.750000,1,False.
WV,70,415,402-2072,0,0,0,214.800000,87,36.520000,131.000000,114,11.140000,216.900000,104,9.760000,9.400000,3,2.540000,3,False.
SD,52,510,403-6187,1,0,0,251.400000,118,42.740000,196.600000,80,16.710000,192.000000,53,8.640000,11.000000,2,2.970000,0,True.
HI,3,408,355-2872,0,0,0,139.000000,99,23.630000,250.700000,108,21.310000,286.200000,87,12.880000,6.100000,3,1.650000,4,False.
MS,38,415,386-2970,0,0,0,117.300000,114,19.940000,208.700000,105,17.740000,203.400000,98,9.150000,14.400000,2,3.890000,2,False.
NY,104,415,389-6081,0,0,0,264.000000,108,44.880000,132.200000,75,11.240000,177.700000,91,8.000000,10.600000,8,2.860000,3,False.
LA,27,408,348-7556,0,0,0,82.600000,105,14.040000,204.000000,99,17.340000,224.200000,122,10.090000,9.100000,4,2.460000,1,False.
KS,166,415,334-9163,1,1,28,175.800000,126,29.890000,253.600000,76,21.560000,128.500000,72,5.780000,11.400000,5,3.080000,1,False.
MA,13,408,411-4293,0,0,0,220.400000,100,37.470000,211.200000,79,17.950000,259.300000,112,11.670000,13.600000,8,3.670000,2,False.
AK,52,408,375-5562,0,0,0,217.000000,104,36.890000,152.300000,83,12.950000,134.300000,109,6.040000,11.800000,4,3.190000,2,False.
SD,114,415,386-3823,0,1,25,129.000000,77,21.930000,290.000000,110,24.650000,177.100000,110,7.970000,11.600000,5,3.130000,1,False.
CO,156,408,364-6445,0,0,0,150.500000,106,25.590000,152.900000,112,13.000000,215.900000,86,9.720000,3.500000,3,0.950000,1,False.
NH,90,415,383-2251,0,1,42,193.300000,66,32.860000,263.300000,85,22.380000,214.400000,97,9.650000,11.100000,4,3.000000,0,False.
WV,62,415,351-3169,0,0,0,189.500000,122,32.220000,103.800000,95,8.820000,180.600000,106,8.130000,10.800000,5,2.920000,2,False.
AZ,82,415,413-6380,0,1,33,137.800000,95,23.430000,235.500000,128,20.020000,268.100000,70,12.060000,11.000000,6,2.970000,2,False.
ME,52,510,380-9674,0,0,0,129.300000,80,21.980000,142.700000,101,12.130000,258.300000,89,11.620000,12.300000,4,3.320000,3,False.
NH,146,510,345-2319,0,0,0,115.600000,77,19.650000,213.600000,100,18.160000,218.400000,72,9.830000,10.700000,6,2.890000,1,False.
RI,120,415,377-5441,0,1,23,221.900000,114,37.720000,254.700000,84,21.650000,250.500000,117,11.270000,7.200000,5,1.940000,2,False.
ID,130,415,358-3692,0,0,0,263.700000,113,44.830000,186.500000,103,15.850000,195.300000,99,8.790000,18.300000,6,4.940000,1,True.
WI,90,408,400-5831,0,0,0,61.300000,91,10.420000,194.400000,94,16.520000,143.100000,80,6.440000,11.400000,9,3.080000,1,False.
NM,147,408,357-5995,1,0,0,183.800000,113,31.250000,164.700000,110,14.000000,111.000000,87,5.000000,10.100000,4,2.730000,1,False.
WY,159,415,391-2159,0,0,0,167.400000,68,28.460000,143.800000,74,12.220000,140.100000,111,6.300000,10.300000,3,2.780000,0,True.
IL,74,510,398-5954,0,1,27,154.100000,122,26.200000,195.300000,150,16.600000,276.700000,86,12.450000,13.200000,2,3.560000,4,False.
TX,130,408,385-6175,0,0,0,252.000000,101,42.840000,170.200000,105,14.470000,209.200000,64,9.410000,5.700000,5,1.540000,0,False.
RI,155,408,334-2961,1,0,0,163.100000,94,27.730000,291.700000,108,24.790000,96.400000,111,4.340000,11.200000,3,3.020000,0,False.
MI,87,415,405-4303,0,0,0,198.300000,80,33.710000,187.000000,89,15.900000,133.500000,96,6.010000,16.600000,4,4.480000,2,False.
OR,81,415,406-4100,0,0,0,324.700000,48,55.200000,236.400000,82,20.090000,187.600000,78,8.440000,13.100000,5,3.540000,0,True.
VA,99,510,352-4401,0,0,0,128.300000,78,21.810000,215.300000,120,18.300000,143.700000,140,6.470000,14.300000,9,3.860000,2,False.
SD,131,510,347-1473,0,0,0,187.900000,110,31.940000,200.500000,101,17.040000,202.600000,125,9.120000,10.200000,11,2.750000,2,False.
AL,89,510,347-2016,0,0,0,129.200000,71,21.960000,214.100000,68,18.200000,214.900000,100,9.670000,10.300000,4,2.780000,5,True.
MS,123,415,388-8948,1,0,0,125.500000,106,21.340000,128.900000,96,10.960000,251.900000,129,11.340000,6.300000,6,1.700000,4,True.
MS,130,510,402-5509,0,1,26,257.200000,108,43.720000,224.300000,122,19.070000,204.000000,118,9.180000,12.600000,4,3.400000,1,False.
HI,99,415,367-2598,0,0,0,124.600000,90,21.180000,146.400000,70,12.440000,169.400000,95,7.620000,10.500000,6,2.840000,1,False.
WV,36,408,370-5001,0,0,0,175.100000,144,29.770000,216.900000,69,18.440000,243.700000,146,10.970000,9.900000,3,2.670000,1,False.
WV,87,415,332-3693,0,0,0,124.300000,91,21.130000,173.400000,105,14.740000,256.300000,109,11.530000,7.500000,5,2.030000,3,False.
WV,139,415,403-9766,0,0,0,271.600000,130,46.170000,156.000000,131,13.260000,136.300000,108,6.130000,11.600000,9,3.130000,2,False.
IN,189,510,363-2407,0,0,0,219.900000,80,37.380000,143.300000,117,12.180000,130.600000,69,5.880000,11.700000,7,3.160000,1,False.
NM,96,415,395-9214,0,1,33,183.300000,115,31.160000,201.400000,87,17.120000,177.400000,84,7.980000,10.400000,15,2.810000,3,False.
DE,112,408,351-8894,0,0,0,101.100000,119,17.190000,214.400000,67,18.220000,179.500000,112,8.080000,10.300000,5,2.780000,2,False.
NC,75,408,406-5003,0,0,0,203.300000,70,34.560000,228.900000,97,19.460000,222.200000,118,10.000000,14.300000,3,3.860000,1,False.
NM,178,415,398-1332,0,1,35,175.400000,88,29.820000,190.000000,65,16.150000,138.700000,94,6.240000,10.500000,3,2.840000,2,False.
SC,112,415,363-8033,0,0,0,266.000000,97,45.220000,214.600000,94,18.240000,306.200000,100,13.780000,14.200000,2,3.830000,2,True.
NJ,108,415,333-1012,0,1,41,171.600000,110,29.170000,136.100000,78,11.570000,183.400000,103,8.250000,10.800000,7,2.920000,0,False.
AZ,100,510,391-6260,0,0,0,78.700000,98,13.380000,225.600000,102,19.180000,150.400000,106,6.770000,14.000000,8,3.780000,0,False.
RI,121,510,336-1353,0,1,20,211.900000,110,36.020000,215.100000,120,18.280000,238.500000,107,10.730000,9.400000,2,2.540000,0,False.
SD,116,415,365-5629,0,0,0,63.700000,101,10.830000,195.800000,95,16.640000,210.100000,87,9.450000,10.000000,6,2.700000,1,False.
NH,161,415,349-4397,0,0,0,173.400000,100,29.480000,213.700000,74,18.160000,141.500000,69,6.370000,11.500000,4,3.110000,1,False.
AL,19,415,380-3910,1,0,0,237.700000,98,40.410000,207.100000,121,17.600000,182.200000,95,8.200000,4.500000,4,1.220000,0,False.
WV,104,415,354-7820,0,0,0,225.900000,123,38.400000,162.800000,106,13.840000,272.100000,85,12.240000,10.100000,4,2.730000,1,False.
ID,119,415,338-9952,1,1,32,173.000000,101,29.410000,209.400000,93,17.800000,231.100000,91,10.400000,12.200000,4,3.290000,0,False.
MD,125,415,405-1821,0,0,0,224.900000,102,38.230000,143.800000,87,12.220000,198.900000,105,8.950000,8.000000,2,2.160000,0,False.
IN,156,510,329-8669,0,0,0,237.700000,122,40.410000,181.500000,91,15.430000,185.700000,151,8.360000,7.700000,4,2.080000,1,False.
WY,109,415,328-8808,0,0,0,137.000000,128,23.290000,217.000000,116,18.450000,182.100000,86,8.190000,10.000000,5,2.700000,2,False.
NH,95,510,409-3018,0,0,0,142.500000,109,24.230000,176.100000,107,14.970000,189.600000,88,8.530000,8.200000,3,2.210000,2,False.
MN,90,408,421-5994,0,0,0,142.400000,126,24.210000,126.200000,118,10.730000,274.200000,71,12.340000,4.600000,4,1.240000,1,False.
MA,105,415,354-4448,0,1,21,147.000000,112,24.990000,197.300000,43,16.770000,267.400000,93,12.030000,8.700000,3,2.350000,2,False.
NH,101,510,352-5081,0,0,0,220.300000,124,37.450000,188.600000,101,16.030000,278.400000,98,12.530000,10.600000,4,2.860000,1,False.
MN,95,415,401-7803,0,0,0,149.200000,96,25.360000,260.700000,116,22.160000,201.000000,120,9.050000,8.100000,2,2.190000,1,False.
IA,123,415,420-6052,0,0,0,204.400000,88,34.750000,137.500000,111,11.690000,226.000000,100,10.170000,10.000000,4,2.700000,0,False.
NY,160,408,352-6084,0,0,0,216.800000,77,36.860000,207.300000,117,17.620000,228.600000,117,10.290000,5.600000,2,1.510000,1,False.
AL,141,510,388-8583,0,1,28,308.000000,123,52.360000,247.800000,128,21.060000,152.900000,103,6.880000,7.400000,3,2.000000,1,False.
WV,87,415,415-3158,0,0,0,58.000000,125,9.860000,67.500000,116,5.740000,185.900000,136,8.370000,11.500000,3,3.110000,0,False.
NM,81,415,402-9304,0,0,0,173.200000,80,29.440000,236.200000,94,20.080000,240.200000,84,10.810000,11.800000,6,3.190000,2,False.
CA,75,415,341-1916,0,1,19,210.300000,90,35.750000,241.800000,87,20.550000,215.700000,102,9.710000,13.100000,3,3.540000,4,False.
MA,126,408,381-2745,0,1,24,58.900000,125,10.010000,305.500000,90,25.970000,158.900000,73,7.150000,12.100000,6,3.270000,0,False.
ME,28,415,402-5014,0,0,0,236.800000,102,40.260000,167.100000,87,14.200000,280.200000,115,12.610000,9.700000,3,2.620000,3,False.
FL,153,415,399-8846,0,0,0,228.900000,102,38.910000,160.700000,136,13.660000,203.100000,109,9.140000,12.500000,2,3.380000,0,False.
NH,97,408,328-9267,0,1,32,90.000000,87,15.300000,276.300000,113,23.490000,185.200000,107,8.330000,8.600000,6,2.320000,2,True.
IN,115,408,348-7224,0,0,0,146.700000,128,24.940000,106.200000,74,9.030000,197.700000,104,8.900000,11.100000,4,3.000000,2,False.
WI,95,408,336-2190,0,0,0,237.300000,83,40.340000,154.000000,65,13.090000,237.000000,105,10.670000,11.200000,6,3.020000,1,False.
MA,17,415,376-4705,1,0,0,162.800000,118,27.680000,229.600000,91,19.520000,332.700000,94,14.970000,13.600000,3,3.670000,0,True.
NH,105,415,381-4076,0,1,20,186.900000,114,31.770000,256.300000,91,21.790000,334.700000,104,15.060000,8.900000,2,2.400000,1,False.
TX,121,415,348-8464,0,0,0,86.100000,100,14.640000,259.800000,113,22.080000,148.000000,79,6.660000,9.100000,9,2.460000,2,False.
NC,125,408,412-7020,0,0,0,212.300000,89,36.090000,215.400000,127,18.310000,186.800000,73,8.410000,11.300000,2,3.050000,2,False.
CT,124,415,386-8432,0,0,0,151.000000,98,25.670000,120.600000,119,10.250000,152.800000,81,6.880000,9.200000,2,2.480000,2,False.
NJ,35,408,337-1802,0,0,0,158.600000,67,26.960000,130.400000,96,11.080000,229.800000,80,10.340000,6.900000,5,1.860000,2,False.
WY,134,510,366-1084,0,0,0,296.000000,93,50.320000,226.400000,117,19.240000,246.800000,98,11.110000,12.300000,10,3.320000,0,True.
LA,123,510,352-4182,0,1,32,212.300000,77,36.090000,251.500000,78,21.380000,208.700000,85,9.390000,6.600000,2,1.780000,3,False.
NV,124,415,368-5628,0,0,0,234.400000,61,39.850000,179.300000,111,15.240000,285.500000,117,12.850000,10.400000,6,2.810000,3,False.
WV,133,510,333-8996,0,0,0,176.800000,92,30.060000,187.500000,97,15.940000,196.800000,88,8.860000,6.500000,3,1.760000,2,False.
AR,185,415,353-2557,0,1,19,157.300000,123,26.740000,257.700000,94,21.900000,190.400000,107,8.570000,9.600000,6,2.590000,0,False.
SC,1,415,356-8621,0,1,26,146.600000,68,24.920000,172.800000,67,14.690000,173.800000,113,7.820000,10.000000,2,2.700000,1,False.
KS,107,415,354-6942,0,0,0,260.500000,108,44.290000,102.400000,110,8.700000,129.700000,148,5.840000,9.800000,5,2.650000,1,False.
NY,91,415,377-9829,0,1,20,146.100000,98,24.840000,277.400000,104,23.580000,137.700000,100,6.200000,6.200000,3,1.670000,1,False.
MI,178,408,348-4660,1,0,0,124.500000,134,21.170000,141.200000,78,12.000000,268.200000,113,12.070000,11.400000,2,3.080000,2,True.
MA,123,415,410-5199,0,0,0,209.400000,49,35.600000,237.400000,117,20.180000,239.200000,98,10.760000,9.800000,11,2.650000,1,False.
UT,170,415,397-6542,0,0,0,285.700000,44,48.570000,167.500000,144,14.240000,260.000000,97,11.700000,8.700000,4,2.350000,1,True.
HI,135,415,333-4492,0,0,0,190.900000,44,32.450000,161.400000,109,13.720000,231.900000,100,10.440000,8.400000,2,2.270000,1,False.
PA,85,408,405-9573,0,0,0,144.400000,88,24.550000,264.600000,105,22.490000,185.400000,94,8.340000,9.900000,3,2.670000,1,False.
OR,134,415,359-7255,0,1,50,208.800000,130,35.500000,132.900000,104,11.300000,136.700000,107,6.150000,11.100000,4,3.000000,2,False.
TN,148,415,419-5501,0,1,36,77.600000,141,13.190000,207.000000,60,17.600000,255.700000,115,11.510000,10.900000,2,2.940000,1,False.
CT,93,415,404-4809,0,0,0,271.100000,101,46.090000,237.400000,133,20.180000,145.400000,103,6.540000,8.400000,6,2.270000,1,True.
AZ,138,415,344-6334,0,0,0,240.800000,104,40.940000,144.500000,92,12.280000,125.700000,98,5.660000,11.600000,1,3.130000,0,False.
OR,159,510,400-1899,0,0,0,114.800000,98,19.520000,192.600000,101,16.370000,259.000000,108,11.660000,12.200000,5,3.290000,0,False.
DE,103,415,346-5053,0,1,34,138.800000,80,23.600000,142.000000,108,12.070000,183.800000,77,8.270000,11.800000,7,3.190000,1,False.
MA,150,408,398-2148,0,1,27,209.800000,112,35.670000,155.000000,80,13.180000,251.500000,111,11.320000,7.200000,6,1.940000,0,False.
CT,37,408,347-7675,0,0,0,134.900000,98,22.930000,248.400000,130,21.110000,236.200000,113,10.630000,14.700000,2,3.970000,3,False.
AR,33,415,411-8956,1,0,0,164.000000,99,27.880000,153.100000,102,13.010000,123.800000,104,5.570000,6.400000,4,1.730000,0,False.
SD,55,415,390-3761,0,0,0,245.500000,130,41.740000,192.700000,54,16.380000,141.700000,83,6.380000,9.100000,4,2.460000,1,False.
CT,134,408,377-3876,0,1,32,80.300000,94,13.650000,199.900000,124,16.990000,170.800000,117,7.690000,16.600000,3,4.480000,0,False.
CT,107,408,345-2476,0,0,0,90.700000,90,15.420000,207.500000,109,17.640000,169.400000,96,7.620000,5.600000,5,1.510000,2,False.
MA,80,408,337-7879,0,1,36,190.300000,115,32.350000,256.600000,78,21.810000,214.900000,145,9.670000,3.800000,4,1.030000,1,False.
MS,78,408,361-7283,0,0,0,108.600000,108,18.460000,209.900000,126,17.840000,222.600000,117,10.020000,7.900000,5,2.130000,1,True.
